_id,FinancialYear,HBT,HBTQF,Dataset,DatasetQF,LengthOfStay,NumberOfStays
1724,2003/04,S08000026, ,Total,d,29 days - 6 months,0
1725,2003/04,S08000026, ,Total,d,> 6 months,0
1726,2003/04,S08000030, ,SMR01, ,< 1 day,145
1727,2003/04,S08000030, ,SMR01, ,1 - 7 days,205
1728,2003/04,S08000030, ,SMR01, ,8 - 28 days,95
1729,2003/04,S08000030, ,SMR01, ,29 days - 6 months,70
1730,2003/04,S08000030, ,SMR01, ,> 6 months,15
1731,2003/04,S08000030, ,SMR04, ,< 1 day,35
1732,2003/04,S08000030, ,SMR04, ,1 - 7 days,580
1733,2003/04,S08000030, ,SMR04, ,8 - 28 days,680
1734,2003/04,S08000030, ,SMR04, ,29 days - 6 months,635
1735,2003/04,S08000030, ,SMR04, ,> 6 months,170
1736,2003/04,S08000030, ,Total,d,< 1 day,180
1737,2003/04,S08000030, ,Total,d,1 - 7 days,790
1738,2003/04,S08000030, ,Total,d,8 - 28 days,775
1739,2003/04,S08000030, ,Total,d,29 days - 6 months,705
1740,2003/04,S08000030, ,Total,d,> 6 months,185
1741,2003/04,S08000028, ,SMR01, ,< 1 day,40
1742,2003/04,S08000028, ,SMR01, ,1 - 7 days,105
1743,2003/04,S08000028, ,SMR01, ,8 - 28 days,65
1744,2003/04,S08000028, ,SMR01, ,29 days - 6 months,0
1745,2003/04,S08000028, ,SMR01, ,> 6 months,0
1746,2003/04,S08000028, ,SMR04, ,< 1 day,0
1747,2003/04,S08000028, ,SMR04, ,1 - 7 days,30
1748,2003/04,S08000028, ,SMR04, ,8 - 28 days,100
1749,2003/04,S08000028, ,SMR04, ,29 days - 6 months,40
1750,2003/04,S08000028, ,SMR04, ,> 6 months,10
1751,2003/04,S08000028, ,Total,d,< 1 day,40
1752,2003/04,S08000028, ,Total,d,1 - 7 days,135
1753,2003/04,S08000028, ,Total,d,8 - 28 days,160
1754,2003/04,S08000028, ,Total,d,29 days - 6 months,40
1755,2003/04,S08000028, ,Total,d,> 6 months,10
1756,2003/04,SB0802, ,SMR01, ,< 1 day,0
1757,2003/04,SB0802, ,SMR01, ,1 - 7 days,0
1758,2003/04,SB0802, ,SMR01, ,8 - 28 days,0
1759,2003/04,SB0802, ,SMR01, ,29 days - 6 months,0
1760,2003/04,SB0802, ,SMR01, ,> 6 months,0
1761,2003/04,SB0802, ,SMR04, ,< 1 day,0
1762,2003/04,SB0802, ,SMR04, ,1 - 7 days,0
1763,2003/04,SB0802, ,SMR04, ,8 - 28 days,0
1764,2003/04,SB0802, ,SMR04, ,29 days - 6 months,15
1765,2003/04,SB0802, ,SMR04, ,> 6 months,20
1766,2003/04,SB0802, ,Total,d,< 1 day,0
1767,2003/04,SB0802, ,Total,d,1 - 7 days,0
1768,2003/04,SB0802, ,Total,d,8 - 28 days,0
1769,2003/04,SB0802, ,Total,d,29 days - 6 months,15
1770,2003/04,SB0802, ,Total,d,> 6 months,20
1771,2003/04,S92000003,d,SMR01, ,< 1 day,1680
1772,2003/04,S92000003,d,SMR01, ,1 - 7 days,4435
1773,2003/04,S92000003,d,SMR01, ,8 - 28 days,1625
1774,2003/04,S92000003,d,SMR01, ,29 days - 6 months,1005
1775,2003/04,S92000003,d,SMR01, ,> 6 months,75
1776,2003/04,S92000003,d,SMR04, ,< 1 day,480
1777,2003/04,S92000003,d,SMR04, ,1 - 7 days,6450
1778,2003/04,S92000003,d,SMR04, ,8 - 28 days,8870
1779,2003/04,S92000003,d,SMR04, ,29 days - 6 months,7465
1780,2003/04,S92000003,d,SMR04, ,> 6 months,1835
1781,2003/04,S92000003,d,Total,d,< 1 day,2160
1782,2003/04,S92000003,d,Total,d,1 - 7 days,10885
1783,2003/04,S92000003,d,Total,d,8 - 28 days,10495
1784,2003/04,S92000003,d,Total,d,29 days - 6 months,8470
1785,2003/04,S92000003,d,Total,d,> 6 months,1905
1786,2004/05,SB0801, ,SMR01, ,< 1 day,0
1787,2004/05,SB0801, ,SMR01, ,1 - 7 days,0
1788,2004/05,SB0801, ,SMR01, ,8 - 28 days,0
1789,2004/05,SB0801, ,SMR01, ,29 days - 6 months,0
1790,2004/05,SB0801, ,SMR01, ,> 6 months,0
1791,2004/05,SB0801, ,SMR04, ,< 1 day,0
1792,2004/05,SB0801, ,SMR04, ,1 - 7 days,0
1793,2004/05,SB0801, ,SMR04, ,8 - 28 days,0
1794,2004/05,SB0801, ,SMR04, ,29 days - 6 months,0
1795,2004/05,SB0801, ,SMR04, ,> 6 months,0
1796,2004/05,SB0801, ,Total,d,< 1 day,0
1797,2004/05,SB0801, ,Total,d,1 - 7 days,0
1798,2004/05,SB0801, ,Total,d,8 - 28 days,0
1799,2004/05,SB0801, ,Total,d,29 days - 6 months,0
1800,2004/05,SB0801, ,Total,d,> 6 months,0
1801,2004/05,S08000015, ,SMR01, ,< 1 day,215
1802,2004/05,S08000015, ,SMR01, ,1 - 7 days,465
1803,2004/05,S08000015, ,SMR01, ,8 - 28 days,155
1804,2004/05,S08000015, ,SMR01, ,29 days - 6 months,35
1805,2004/05,S08000015, ,SMR01, ,> 6 months,0
1806,2004/05,S08000015, ,SMR04, ,< 1 day,45
1807,2004/05,S08000015, ,SMR04, ,1 - 7 days,580
1808,2004/05,S08000015, ,SMR04, ,8 - 28 days,605
1809,2004/05,S08000015, ,SMR04, ,29 days - 6 months,560
1810,2004/05,S08000015, ,SMR04, ,> 6 months,100
1811,2004/05,S08000015, ,Total,d,< 1 day,260
1812,2004/05,S08000015, ,Total,d,1 - 7 days,1045
1813,2004/05,S08000015, ,Total,d,8 - 28 days,765
1814,2004/05,S08000015, ,Total,d,29 days - 6 months,595
1815,2004/05,S08000015, ,Total,d,> 6 months,105
1816,2004/05,S08000016, ,SMR01, ,< 1 day,60
1817,2004/05,S08000016, ,SMR01, ,1 - 7 days,115
1818,2004/05,S08000016, ,SMR01, ,8 - 28 days,50
1819,2004/05,S08000016, ,SMR01, ,29 days - 6 months,25
1820,2004/05,S08000016, ,SMR01, ,> 6 months,0
1821,2004/05,S08000016, ,SMR04, ,< 1 day,15
1822,2004/05,S08000016, ,SMR04, ,1 - 7 days,220
1823,2004/05,S08000016, ,SMR04, ,8 - 28 days,255
1824,2004/05,S08000016, ,SMR04, ,29 days - 6 months,145
1825,2004/05,S08000016, ,SMR04, ,> 6 months,50
1826,2004/05,S08000016, ,Total,d,< 1 day,75
1827,2004/05,S08000016, ,Total,d,1 - 7 days,335
1828,2004/05,S08000016, ,Total,d,8 - 28 days,305
1829,2004/05,S08000016, ,Total,d,29 days - 6 months,170
1830,2004/05,S08000016, ,Total,d,> 6 months,50
1831,2004/05,S08000017, ,SMR01, ,< 1 day,35
1832,2004/05,S08000017, ,SMR01, ,1 - 7 days,100
1833,2004/05,S08000017, ,SMR01, ,8 - 28 days,45
1834,2004/05,S08000017, ,SMR01, ,29 days - 6 months,10
1835,2004/05,S08000017, ,SMR01, ,> 6 months,0
1836,2004/05,S08000017, ,SMR04, ,< 1 day,25
1837,2004/05,S08000017, ,SMR04, ,1 - 7 days,200
1838,2004/05,S08000017, ,SMR04, ,8 - 28 days,195
1839,2004/05,S08000017, ,SMR04, ,29 days - 6 months,205
1840,2004/05,S08000017, ,SMR04, ,> 6 months,35
1841,2004/05,S08000017, ,Total,d,< 1 day,55
1842,2004/05,S08000017, ,Total,d,1 - 7 days,300
1843,2004/05,S08000017, ,Total,d,8 - 28 days,240
1844,2004/05,S08000017, ,Total,d,29 days - 6 months,215
1845,2004/05,S08000017, ,Total,d,> 6 months,35
1846,2004/05,S08000029, ,SMR01, ,< 1 day,45
1847,2004/05,S08000029, ,SMR01, ,1 - 7 days,100
1848,2004/05,S08000029, ,SMR01, ,8 - 28 days,50
1849,2004/05,S08000029, ,SMR01, ,29 days - 6 months,35
1850,2004/05,S08000029, ,SMR01, ,> 6 months,5
1851,2004/05,S08000029, ,SMR04, ,< 1 day,35
1852,2004/05,S08000029, ,SMR04, ,1 - 7 days,435
1853,2004/05,S08000029, ,SMR04, ,8 - 28 days,465
1854,2004/05,S08000029, ,SMR04, ,29 days - 6 months,460
1855,2004/05,S08000029, ,SMR04, ,> 6 months,100
1856,2004/05,S08000029, ,Total,d,< 1 day,80
1857,2004/05,S08000029, ,Total,d,1 - 7 days,540
1858,2004/05,S08000029, ,Total,d,8 - 28 days,510
1859,2004/05,S08000029, ,Total,d,29 days - 6 months,490
1860,2004/05,S08000029, ,Total,d,> 6 months,105
1861,2004/05,S08000019, ,SMR01, ,< 1 day,50
1862,2004/05,S08000019, ,SMR01, ,1 - 7 days,165
1863,2004/05,S08000019, ,SMR01, ,8 - 28 days,55
1864,2004/05,S08000019, ,SMR01, ,29 days - 6 months,20
1865,2004/05,S08000019, ,SMR01, ,> 6 months,0
1866,2004/05,S08000019, ,SMR04, ,< 1 day,40
1867,2004/05,S08000019, ,SMR04, ,1 - 7 days,270
1868,2004/05,S08000019, ,SMR04, ,8 - 28 days,345
1869,2004/05,S08000019, ,SMR04, ,29 days - 6 months,370
1870,2004/05,S08000019, ,SMR04, ,> 6 months,90
1871,2004/05,S08000019, ,Total,d,< 1 day,90
1872,2004/05,S08000019, ,Total,d,1 - 7 days,435
1873,2004/05,S08000019, ,Total,d,8 - 28 days,400
1874,2004/05,S08000019, ,Total,d,29 days - 6 months,390
1875,2004/05,S08000019, ,Total,d,> 6 months,90
1876,2004/05,S08000020, ,SMR01, ,< 1 day,105
1877,2004/05,S08000020, ,SMR01, ,1 - 7 days,390
1878,2004/05,S08000020, ,SMR01, ,8 - 28 days,165
1879,2004/05,S08000020, ,SMR01, ,29 days - 6 months,80
1880,2004/05,S08000020, ,SMR01, ,> 6 months,5
1881,2004/05,S08000020, ,SMR04, ,< 1 day,40
1882,2004/05,S08000020, ,SMR04, ,1 - 7 days,465
1883,2004/05,S08000020, ,SMR04, ,8 - 28 days,600
1884,2004/05,S08000020, ,SMR04, ,29 days - 6 months,655
1885,2004/05,S08000020, ,SMR04, ,> 6 months,150
1886,2004/05,S08000020, ,Total,d,< 1 day,140
1887,2004/05,S08000020, ,Total,d,1 - 7 days,855
1888,2004/05,S08000020, ,Total,d,8 - 28 days,765
1889,2004/05,S08000020, ,Total,d,29 days - 6 months,735
1890,2004/05,S08000020, ,Total,d,> 6 months,155
1891,2004/05,S08000031, ,SMR01, ,< 1 day,315
1892,2004/05,S08000031, ,SMR01, ,1 - 7 days,1210
1893,2004/05,S08000031, ,SMR01, ,8 - 28 days,460
1894,2004/05,S08000031, ,SMR01, ,29 days - 6 months,275
1895,2004/05,S08000031, ,SMR01, ,> 6 months,15
1896,2004/05,S08000031, ,SMR04, ,< 1 day,70
1897,2004/05,S08000031, ,SMR04, ,1 - 7 days,1420
1898,2004/05,S08000031, ,SMR04, ,8 - 28 days,2220
1899,2004/05,S08000031, ,SMR04, ,29 days - 6 months,1885
1900,2004/05,S08000031, ,SMR04, ,> 6 months,470
1901,2004/05,S08000031, ,Total,d,< 1 day,385
1902,2004/05,S08000031, ,Total,d,1 - 7 days,2630
1903,2004/05,S08000031, ,Total,d,8 - 28 days,2680
1904,2004/05,S08000031, ,Total,d,29 days - 6 months,2160
1905,2004/05,S08000031, ,Total,d,> 6 months,485
1906,2004/05,S08000022, ,SMR01, ,< 1 day,165
1907,2004/05,S08000022, ,SMR01, ,1 - 7 days,510
1908,2004/05,S08000022, ,SMR01, ,8 - 28 days,145
1909,2004/05,S08000022, ,SMR01, ,29 days - 6 months,65
1910,2004/05,S08000022, ,SMR01, ,> 6 months,15
1911,2004/05,S08000022, ,SMR04, ,< 1 day,25
1912,2004/05,S08000022, ,SMR04, ,1 - 7 days,425
1913,2004/05,S08000022, ,SMR04, ,8 - 28 days,620
1914,2004/05,S08000022, ,SMR04, ,29 days - 6 months,430
1915,2004/05,S08000022, ,SMR04, ,> 6 months,100
1916,2004/05,S08000022, ,Total,d,< 1 day,190
1917,2004/05,S08000022, ,Total,d,1 - 7 days,935
1918,2004/05,S08000022, ,Total,d,8 - 28 days,760
1919,2004/05,S08000022, ,Total,d,29 days - 6 months,495
1920,2004/05,S08000022, ,Total,d,> 6 months,120
1921,2004/05,S08000032, ,SMR01, ,< 1 day,145
1922,2004/05,S08000032, ,SMR01, ,1 - 7 days,440
1923,2004/05,S08000032, ,SMR01, ,8 - 28 days,120
1924,2004/05,S08000032, ,SMR01, ,29 days - 6 months,70
1925,2004/05,S08000032, ,SMR01, ,> 6 months,10
1926,2004/05,S08000032, ,SMR04, ,< 1 day,45
1927,2004/05,S08000032, ,SMR04, ,1 - 7 days,670
1928,2004/05,S08000032, ,SMR04, ,8 - 28 days,925
1929,2004/05,S08000032, ,SMR04, ,29 days - 6 months,770
1930,2004/05,S08000032, ,SMR04, ,> 6 months,155
1931,2004/05,S08000032, ,Total,d,< 1 day,195
1932,2004/05,S08000032, ,Total,d,1 - 7 days,1110
1933,2004/05,S08000032, ,Total,d,8 - 28 days,1050
1934,2004/05,S08000032, ,Total,d,29 days - 6 months,840
1935,2004/05,S08000032, ,Total,d,> 6 months,160
1936,2004/05,S08000024, ,SMR01, ,< 1 day,235
1937,2004/05,S08000024, ,SMR01, ,1 - 7 days,485
1938,2004/05,S08000024, ,SMR01, ,8 - 28 days,170
1939,2004/05,S08000024, ,SMR01, ,29 days - 6 months,170
1940,2004/05,S08000024, ,SMR01, ,> 6 months,15
1941,2004/05,S08000024, ,SMR04, ,< 1 day,75
1942,2004/05,S08000024, ,SMR04, ,1 - 7 days,1155
1943,2004/05,S08000024, ,SMR04, ,8 - 28 days,1495
1944,2004/05,S08000024, ,SMR04, ,29 days - 6 months,1125
1945,2004/05,S08000024, ,SMR04, ,> 6 months,320
1946,2004/05,S08000024, ,Total,d,< 1 day,310
1947,2004/05,S08000024, ,Total,d,1 - 7 days,1640
1948,2004/05,S08000024, ,Total,d,8 - 28 days,1665
1949,2004/05,S08000024, ,Total,d,29 days - 6 months,1295
1950,2004/05,S08000024, ,Total,d,> 6 months,330
1951,2004/05,S08000025, ,SMR01, ,< 1 day,20
1952,2004/05,S08000025, ,SMR01, ,1 - 7 days,50
1953,2004/05,S08000025, ,SMR01, ,8 - 28 days,5
1954,2004/05,S08000025, ,SMR01, ,29 days - 6 months,5
1955,2004/05,S08000025, ,SMR01, ,> 6 months,0
1956,2004/05,S08000025, ,SMR04, ,< 1 day,0
1957,2004/05,S08000025, ,SMR04, ,1 - 7 days,0
1958,2004/05,S08000025, ,SMR04, ,8 - 28 days,0
1959,2004/05,S08000025, ,SMR04, ,29 days - 6 months,0
1960,2004/05,S08000025, ,SMR04, ,> 6 months,0
1961,2004/05,S08000025, ,Total,d,< 1 day,20
1962,2004/05,S08000025, ,Total,d,1 - 7 days,50
1963,2004/05,S08000025, ,Total,d,8 - 28 days,5
1964,2004/05,S08000025, ,Total,d,29 days - 6 months,5
1965,2004/05,S08000025, ,Total,d,> 6 months,0
1966,2004/05,S08000026, ,SMR01, ,< 1 day,30
1967,2004/05,S08000026, ,SMR01, ,1 - 7 days,35
1968,2004/05,S08000026, ,SMR01, ,8 - 28 days,0
1969,2004/05,S08000026, ,SMR01, ,29 days - 6 months,0
1970,2004/05,S08000026, ,SMR01, ,> 6 months,0
1971,2004/05,S08000026, ,SMR04, ,< 1 day,0
1972,2004/05,S08000026, ,SMR04, ,1 - 7 days,0
1973,2004/05,S08000026, ,SMR04, ,8 - 28 days,0
1974,2004/05,S08000026, ,SMR04, ,29 days - 6 months,0
1975,2004/05,S08000026, ,SMR04, ,> 6 months,0
1976,2004/05,S08000026, ,Total,d,< 1 day,30
1977,2004/05,S08000026, ,Total,d,1 - 7 days,35
1978,2004/05,S08000026, ,Total,d,8 - 28 days,0
1979,2004/05,S08000026, ,Total,d,29 days - 6 months,0
1980,2004/05,S08000026, ,Total,d,> 6 months,0
1981,2004/05,S08000030, ,SMR01, ,< 1 day,110
1982,2004/05,S08000030, ,SMR01, ,1 - 7 days,170
1983,2004/05,S08000030, ,SMR01, ,8 - 28 days,100
1984,2004/05,S08000030, ,SMR01, ,29 days - 6 months,80
1985,2004/05,S08000030, ,SMR01, ,> 6 months,5
1986,2004/05,S08000030, ,SMR04, ,< 1 day,25
1987,2004/05,S08000030, ,SMR04, ,1 - 7 days,555
1988,2004/05,S08000030, ,SMR04, ,8 - 28 days,550
1989,2004/05,S08000030, ,SMR04, ,29 days - 6 months,585
1990,2004/05,S08000030, ,SMR04, ,> 6 months,185
1991,2004/05,S08000030, ,Total,d,< 1 day,135
1992,2004/05,S08000030, ,Total,d,1 - 7 days,725
1993,2004/05,S08000030, ,Total,d,8 - 28 days,650
1994,2004/05,S08000030, ,Total,d,29 days - 6 months,665
1995,2004/05,S08000030, ,Total,d,> 6 months,190
1996,2004/05,S08000028, ,SMR01, ,< 1 day,35
1997,2004/05,S08000028, ,SMR01, ,1 - 7 days,105
1998,2004/05,S08000028, ,SMR01, ,8 - 28 days,45
1999,2004/05,S08000028, ,SMR01, ,29 days - 6 months,5
2000,2004/05,S08000028, ,SMR01, ,> 6 months,0
2001,2004/05,S08000028, ,SMR04, ,< 1 day,0
2002,2004/05,S08000028, ,SMR04, ,1 - 7 days,40
2003,2004/05,S08000028, ,SMR04, ,8 - 28 days,60
2004,2004/05,S08000028, ,SMR04, ,29 days - 6 months,35
2005,2004/05,S08000028, ,SMR04, ,> 6 months,10
2006,2004/05,S08000028, ,Total,d,< 1 day,35
2007,2004/05,S08000028, ,Total,d,1 - 7 days,145
2008,2004/05,S08000028, ,Total,d,8 - 28 days,110
2009,2004/05,S08000028, ,Total,d,29 days - 6 months,40
2010,2004/05,S08000028, ,Total,d,> 6 months,10
2011,2004/05,SB0802, ,SMR01, ,< 1 day,0
2012,2004/05,SB0802, ,SMR01, ,1 - 7 days,0
2013,2004/05,SB0802, ,SMR01, ,8 - 28 days,0
2014,2004/05,SB0802, ,SMR01, ,29 days - 6 months,0
2015,2004/05,SB0802, ,SMR01, ,> 6 months,0
2016,2004/05,SB0802, ,SMR04, ,< 1 day,0
2017,2004/05,SB0802, ,SMR04, ,1 - 7 days,0
2018,2004/05,SB0802, ,SMR04, ,8 - 28 days,0
2019,2004/05,SB0802, ,SMR04, ,29 days - 6 months,5
2020,2004/05,SB0802, ,SMR04, ,> 6 months,15
2021,2004/05,SB0802, ,Total,d,< 1 day,0
2022,2004/05,SB0802, ,Total,d,1 - 7 days,0
2023,2004/05,SB0802, ,Total,d,8 - 28 days,0
2024,2004/05,SB0802, ,Total,d,29 days - 6 months,5
2025,2004/05,SB0802, ,Total,d,> 6 months,15
2026,2004/05,S92000003,d,SMR01, ,< 1 day,1570
2027,2004/05,S92000003,d,SMR01, ,1 - 7 days,4345
2028,2004/05,S92000003,d,SMR01, ,8 - 28 days,1565
2029,2004/05,S92000003,d,SMR01, ,29 days - 6 months,870
2030,2004/05,S92000003,d,SMR01, ,> 6 months,70
2031,2004/05,S92000003,d,SMR04, ,< 1 day,445
2032,2004/05,S92000003,d,SMR04, ,1 - 7 days,6435
2033,2004/05,S92000003,d,SMR04, ,8 - 28 days,8335
2034,2004/05,S92000003,d,SMR04, ,29 days - 6 months,7235
2035,2004/05,S92000003,d,SMR04, ,> 6 months,1780
2036,2004/05,S92000003,d,Total,d,< 1 day,2015
2037,2004/05,S92000003,d,Total,d,1 - 7 days,10785
2038,2004/05,S92000003,d,Total,d,8 - 28 days,9905
2039,2004/05,S92000003,d,Total,d,29 days - 6 months,8105
2040,2004/05,S92000003,d,Total,d,> 6 months,1850
2041,2005/06,SB0801, ,SMR01, ,< 1 day,0
2042,2005/06,SB0801, ,SMR01, ,1 - 7 days,0
2043,2005/06,SB0801, ,SMR01, ,8 - 28 days,0
2044,2005/06,SB0801, ,SMR01, ,29 days - 6 months,0
2045,2005/06,SB0801, ,SMR01, ,> 6 months,0
2046,2005/06,SB0801, ,SMR04, ,< 1 day,0
2047,2005/06,SB0801, ,SMR04, ,1 - 7 days,0
2048,2005/06,SB0801, ,SMR04, ,8 - 28 days,0
2049,2005/06,SB0801, ,SMR04, ,29 days - 6 months,0
2050,2005/06,SB0801, ,SMR04, ,> 6 months,0
2051,2005/06,SB0801, ,Total,d,< 1 day,0
2052,2005/06,SB0801, ,Total,d,1 - 7 days,0
2053,2005/06,SB0801, ,Total,d,8 - 28 days,0
2054,2005/06,SB0801, ,Total,d,29 days - 6 months,0
2055,2005/06,SB0801, ,Total,d,> 6 months,0
2056,2005/06,S08000015, ,SMR01, ,< 1 day,190
2057,2005/06,S08000015, ,SMR01, ,1 - 7 days,415
2058,2005/06,S08000015, ,SMR01, ,8 - 28 days,110
2059,2005/06,S08000015, ,SMR01, ,29 days - 6 months,40
2060,2005/06,S08000015, ,SMR01, ,> 6 months,0
2061,2005/06,S08000015, ,SMR04, ,< 1 day,40
2062,2005/06,S08000015, ,SMR04, ,1 - 7 days,485
2063,2005/06,S08000015, ,SMR04, ,8 - 28 days,570
2064,2005/06,S08000015, ,SMR04, ,29 days - 6 months,555
2065,2005/06,S08000015, ,SMR04, ,> 6 months,105
2066,2005/06,S08000015, ,Total,d,< 1 day,230
2067,2005/06,S08000015, ,Total,d,1 - 7 days,900
2068,2005/06,S08000015, ,Total,d,8 - 28 days,680
2069,2005/06,S08000015, ,Total,d,29 days - 6 months,595
2070,2005/06,S08000015, ,Total,d,> 6 months,110
2071,2005/06,S08000016, ,SMR01, ,< 1 day,60
2072,2005/06,S08000016, ,SMR01, ,1 - 7 days,105
2073,2005/06,S08000016, ,SMR01, ,8 - 28 days,55
2074,2005/06,S08000016, ,SMR01, ,29 days - 6 months,30
2075,2005/06,S08000016, ,SMR01, ,> 6 months,0
2076,2005/06,S08000016, ,SMR04, ,< 1 day,10
2077,2005/06,S08000016, ,SMR04, ,1 - 7 days,150
2078,2005/06,S08000016, ,SMR04, ,8 - 28 days,210
2079,2005/06,S08000016, ,SMR04, ,29 days - 6 months,140
2080,2005/06,S08000016, ,SMR04, ,> 6 months,40
2081,2005/06,S08000016, ,Total,d,< 1 day,70
2082,2005/06,S08000016, ,Total,d,1 - 7 days,255
2083,2005/06,S08000016, ,Total,d,8 - 28 days,265
2084,2005/06,S08000016, ,Total,d,29 days - 6 months,170
2085,2005/06,S08000016, ,Total,d,> 6 months,45
2086,2005/06,S08000017, ,SMR01, ,< 1 day,45
2087,2005/06,S08000017, ,SMR01, ,1 - 7 days,85
2088,2005/06,S08000017, ,SMR01, ,8 - 28 days,30
2089,2005/06,S08000017, ,SMR01, ,29 days - 6 months,15
2090,2005/06,S08000017, ,SMR01, ,> 6 months,0
2091,2005/06,S08000017, ,SMR04, ,< 1 day,15
2092,2005/06,S08000017, ,SMR04, ,1 - 7 days,185
2093,2005/06,S08000017, ,SMR04, ,8 - 28 days,165
2094,2005/06,S08000017, ,SMR04, ,29 days - 6 months,230
2095,2005/06,S08000017, ,SMR04, ,> 6 months,30
2096,2005/06,S08000017, ,Total,d,< 1 day,60
2097,2005/06,S08000017, ,Total,d,1 - 7 days,270
2098,2005/06,S08000017, ,Total,d,8 - 28 days,195
2099,2005/06,S08000017, ,Total,d,29 days - 6 months,245
2100,2005/06,S08000017, ,Total,d,> 6 months,30
2101,2005/06,S08000029, ,SMR01, ,< 1 day,40
2102,2005/06,S08000029, ,SMR01, ,1 - 7 days,105
2103,2005/06,S08000029, ,SMR01, ,8 - 28 days,55
2104,2005/06,S08000029, ,SMR01, ,29 days - 6 months,35
2105,2005/06,S08000029, ,SMR01, ,> 6 months,0
2106,2005/06,S08000029, ,SMR04, ,< 1 day,25
2107,2005/06,S08000029, ,SMR04, ,1 - 7 days,435
2108,2005/06,S08000029, ,SMR04, ,8 - 28 days,535
2109,2005/06,S08000029, ,SMR04, ,29 days - 6 months,470
2110,2005/06,S08000029, ,SMR04, ,> 6 months,115
2111,2005/06,S08000029, ,Total,d,< 1 day,65
2112,2005/06,S08000029, ,Total,d,1 - 7 days,540
2113,2005/06,S08000029, ,Total,d,8 - 28 days,585
2114,2005/06,S08000029, ,Total,d,29 days - 6 months,505
2115,2005/06,S08000029, ,Total,d,> 6 months,120
2116,2005/06,S08000019, ,SMR01, ,< 1 day,40
2117,2005/06,S08000019, ,SMR01, ,1 - 7 days,130
2118,2005/06,S08000019, ,SMR01, ,8 - 28 days,40
2119,2005/06,S08000019, ,SMR01, ,29 days - 6 months,25
2120,2005/06,S08000019, ,SMR01, ,> 6 months,0
2121,2005/06,S08000019, ,SMR04, ,< 1 day,25
2122,2005/06,S08000019, ,SMR04, ,1 - 7 days,270
2123,2005/06,S08000019, ,SMR04, ,8 - 28 days,315
2124,2005/06,S08000019, ,SMR04, ,29 days - 6 months,305
2125,2005/06,S08000019, ,SMR04, ,> 6 months,80
2126,2005/06,S08000019, ,Total,d,< 1 day,60
2127,2005/06,S08000019, ,Total,d,1 - 7 days,395
2128,2005/06,S08000019, ,Total,d,8 - 28 days,355
2129,2005/06,S08000019, ,Total,d,29 days - 6 months,330
2130,2005/06,S08000019, ,Total,d,> 6 months,80
2131,2005/06,S08000020, ,SMR01, ,< 1 day,90
2132,2005/06,S08000020, ,SMR01, ,1 - 7 days,340
2133,2005/06,S08000020, ,SMR01, ,8 - 28 days,155
2134,2005/06,S08000020, ,SMR01, ,29 days - 6 months,75
2135,2005/06,S08000020, ,SMR01, ,> 6 months,0
2136,2005/06,S08000020, ,SMR04, ,< 1 day,20
2137,2005/06,S08000020, ,SMR04, ,1 - 7 days,425
2138,2005/06,S08000020, ,SMR04, ,8 - 28 days,515
2139,2005/06,S08000020, ,SMR04, ,29 days - 6 months,625
2140,2005/06,S08000020, ,SMR04, ,> 6 months,185
2141,2005/06,S08000020, ,Total,d,< 1 day,110
2142,2005/06,S08000020, ,Total,d,1 - 7 days,765
2143,2005/06,S08000020, ,Total,d,8 - 28 days,665
2144,2005/06,S08000020, ,Total,d,29 days - 6 months,695
2145,2005/06,S08000020, ,Total,d,> 6 months,185
2146,2005/06,S08000031, ,SMR01, ,< 1 day,295
2147,2005/06,S08000031, ,SMR01, ,1 - 7 days,1300
2148,2005/06,S08000031, ,SMR01, ,8 - 28 days,455
2149,2005/06,S08000031, ,SMR01, ,29 days - 6 months,280
2150,2005/06,S08000031, ,SMR01, ,> 6 months,15
2151,2005/06,S08000031, ,SMR04, ,< 1 day,90
2152,2005/06,S08000031, ,SMR04, ,1 - 7 days,1470
2153,2005/06,S08000031, ,SMR04, ,8 - 28 days,2135
2154,2005/06,S08000031, ,SMR04, ,29 days - 6 months,1860
2155,2005/06,S08000031, ,SMR04, ,> 6 months,460
2156,2005/06,S08000031, ,Total,d,< 1 day,385
2157,2005/06,S08000031, ,Total,d,1 - 7 days,2770
2158,2005/06,S08000031, ,Total,d,8 - 28 days,2590
2159,2005/06,S08000031, ,Total,d,29 days - 6 months,2140
2160,2005/06,S08000031, ,Total,d,> 6 months,470
2161,2005/06,S08000022, ,SMR01, ,< 1 day,180
2162,2005/06,S08000022, ,SMR01, ,1 - 7 days,475
2163,2005/06,S08000022, ,SMR01, ,8 - 28 days,140
2164,2005/06,S08000022, ,SMR01, ,29 days - 6 months,65
2165,2005/06,S08000022, ,SMR01, ,> 6 months,15
2166,2005/06,S08000022, ,SMR04, ,< 1 day,25
2167,2005/06,S08000022, ,SMR04, ,1 - 7 days,370
2168,2005/06,S08000022, ,SMR04, ,8 - 28 days,480
2169,2005/06,S08000022, ,SMR04, ,29 days - 6 months,410
2170,2005/06,S08000022, ,SMR04, ,> 6 months,105
2171,2005/06,S08000022, ,Total,d,< 1 day,205
2172,2005/06,S08000022, ,Total,d,1 - 7 days,845
2173,2005/06,S08000022, ,Total,d,8 - 28 days,620
2174,2005/06,S08000022, ,Total,d,29 days - 6 months,480
2175,2005/06,S08000022, ,Total,d,> 6 months,120
